"asc_rail","b_cost","b_tt","logLike"
0,0,0,-3014.49708825532
0.0521788752639456,-0.00267292762527973,-0.00032777408497642,-2963.748536645
0.228457034831889,-0.0345801386592508,-0.00338765179974672,-2716.09940824374
-0.247391846897997,-0.0513631583333183,-0.00797443169049983,-2681.0767825667
-0.237326085265107,-0.050481627450442,-0.00777735975820107,-2680.95511257028
-0.236881839632186,-0.0504921496925678,-0.00777566205483098,-2680.95508859444
-0.236884962066667,-0.0504924913809951,-0.00777567832853335,-2680.95508856769
